CMR Processing Modes	CMR-Verarbeitungsmodi
In the c:\aiw\aiw1\resources directory	In dem Verzeichnis  c:\aiw\aiw1\resources
In the \reslib directory in the PSF install path. The default install path is C:\Program Files (x86)\InfoPrint\PSF.	Im Verzeichnis  \reslib des PSF-Installationspfads. Der Standard-Installationspfad lautet  C:\Program Files (x86)\InfoPrint\PSF.
The LineData workflow that  provides includes the ConvertLineDataJobIntoAFP step. This step calls the  line2afp data-stream conversion component and specifies a default page definition of P1A08682. This page definition is for 8.5 inch by 11.0 inch paper, and specifies 86 print lines per page at 8.2 lines per inch.	Der Workflow  LineData , den   bereitstellt, enthält den Schritt  ConvertLineDataJobIntoAFP. Dieser Schritt ruft die   -Datenstrom-Umwandlungskomponente  line2afp auf, und in dem Schritt ist die Standard-Pagedef  P1A08682 angegeben. Diese Pagedef bezieht sich auf Papier im Format 8,5 x 11,0 Zoll (215,9 x 279,4 Millimeter) und gibt 86 Druckzeilen pro Seite und 8,2 Zeilen pro Zoll an.
For detailed information including a list of page definitions that  provides, see the PAGEDEF parameter in the AFP Conversion and Indexing Facility: User's Guide.	Einzelheiten einschließlich einer Liste der von   bereitgestellten Pagedefs stehen unter den Informationen zum Parameter  PAGEDEF im Buch  AFP Conversion and Indexing Facility: User's Guide.
Y offset	Y-Verschiebung
Specifies the offset in the y or vertical direction of the logical page origin from the media origin. You can use this property to control the position of the printed image on the page.	Gibt die Verschiebung des Ursprungspunkts der logischen Seite in Bezug auf den Ursprungspunkt des Druckmediums in der  Y -Richtung (vertikalen Richtung) an. Sie können mit diesem Merkmal die Position des gedruckten Bildes auf der Seite steuern.
Value:	Wert:
Not set (Default)	Nicht festgelegt (Standardwert)
The unit of measure for the value can be either inches or millimeters. In the Workflow page, inches are used.	Als Maßeinheit für den Wert ist Zoll oder Millimeter möglich. Auf der Seite Workflow werden Zoll verwendet.
Database name	Datenbankname
Job.Print.Yoffset	Job.Print.Yoffset
Usage notes:	Hinweise zur Verwendung:
This property is not used for jobs printed on Passthrough printers.	Dieses Merkmal wird für Jobs, die auf Durchgriffsdruckern gedruckt werden, nicht benutzt.
Use the toggle control to the right of the property name to select the unit of measure for the property value.  initially sets the unit of measure by using the locale setting of the browser.	Benutzen Sie die Umschaltsteuerung rechts von dem Merkmalnamen, um die Maßeinheit für den Merkmalwert auszuwählen.   legt den Anfangswert für die Maßeinheit anhand der Ländereinstellung des Browsers fest.
Transform output data stream	Ausgabedatenstrom für Umwandlung
Specifies the format of the print job that InfoPrint Transform Manager returns to. You cannot change this value;  sets the value based on the steps that are included in the workflow.	Gibt das Format des Druckjobs an, den InfoPrint Umwandlungsmanager an   zurückgibt. Sie können diesen Wert nicht ändern.   legt den Wert auf der Basis der Schritte in dem Workflow fest.
Values:	Werte:
AFP	AFP
The workflow includes a step based on the TransformJobIntoAFP step template, so the job is returned in Advanced Function Presentation (AFP) format.	Der Workflow enthält einen Schritt, der auf der Schrittschablone  TransformJobIntoAFP basiert, daher wird der Job im AFP-Format zurückgegeben.
PDF	PDF
The workflow includes a step based on the TransformJobIntoPDF step template, so the job is returned in the Adobe Portable Document Format (PDF).	Der Workflow enthält einen Schritt, der auf der Schrittschablone  TransformJobIntoPDF basiert, daher wird der Job im PDF-Format zurückgegeben.
Unknown	Unbekannt
The job does not include a step based on either of the TransformJobIntoXXX step templates, so it is not transformed.	Der Job enthält keinen Schritt, der auf einer der Schrittschablonen  TransformJobIntoXXX basiert, daher wird der Job nicht umgewandelt.
Database name	Datenbankname
Job.Transform.Datastream	Job.Transform.Datastream
Message page form definition	Formdef für Nachrichtenseite
Specifies the form definition that the printer uses to print any message pages for jobs. The form definition controls the placement of data on the  message page. It also defines other formatting information, such as the bin number for the printer device. For example, with cut-sheet printers, the  message page can print on paper that is a different color than the paper color for the job. Authorized users can specify a different form definition  if needed.	Gibt die Formdef an, den der Drucker zum Drucken von Nachrichtenseiten für Jobs benutzt. Die Formdef steuert die Position der Daten auf der Nachrichtenseite. Zudem definiert sie weitere Formatierungsinformationen wie die Fachnummer für die Druckereinheit. Bei Druckern mit Einzelblatteinzug kann die Nachrichtenseite beispielsweise auf Papier gedruckt werden, das eine andere Farbe als das Papier hat, auf dem der Job gedruckt wird. Berechtigte Benutzer können bei Bedarf eine andere Formdef angeben.
Format:	Format:
Length	Länge
Up to 8 alphanumeric characters (bytes)	Bis zu 8 alphanumerische Zeichen (Byte)
Restrictions	Einschränkungen
Case-sensitive; can include these special characters: # $ @	Die Groß-/Kleinschreibung muss beachtet werden, kann die Sonderzeichen enthalten:  # $ @
Default	Standard
F1MG0110;  used if no value is specified. This is the default value set by the printer driver component; it resides in the /usr/lpp/psf/reslib directory.	F1MG0110. Dieser Wert wird benutzt, wenn kein Wert angegeben wird. Dies ist der Standardwert, der von der Druckertreiberkomponente festgelegt wird. Die Datei befindet sich in dem Verzeichnis  /usr/lpp/psf/reslib.
Database name	Datenbankname
AFPPrinter.MessageFormdef	AFPPrinter.MessageFormdef
Usage notes:	Hinweise zur Verwendung:
The form definition must reside in one of the directories that the AFP resource path printer  property specifies or in one of these directories:	Die Formdef muss sich in einem der im Druckermerkmal  AFP-Ressourcenpfad angegebenen Verzeichnisse oder in einem der folgenden Verzeichnisse befinden:
In AIX and Linux:	Unter AIX und Linux:
In the /aiw/aiw1/resources directory	In dem Verzeichnis  /aiw/aiw1/resources
In the /usr/lpp/psf/reslib directory	In dem Verzeichnis  /usr/lpp/psf/reslib
In Windows:	Unter Windows:
In the c:\aiw\aiw1\resources directory	In dem Verzeichnis  c:\aiw\aiw1\resources
In the \reslib directory in the PSF install path The default install path is c:\Program Files (x86)\InfoPrint\PSF	In dem Verzeichnis  \reslib im PSF-Installationspfad. Der Standard-Installationspfad lautet  c:\Program Files (x86)\InfoPrint\PSF
You cannot change the value of this property if there is a job assigned to the printer.	Sie können den Wert dieses Merkmals nicht ändern, wenn dem Drucker ein Job zugeordnet ist.
automatically shuts down and restarts  the printer when you change the form definition for message pages.	fährt den Drucker automatisch herunter und startet ihn neu, wenn Sie die Formdef für Nachrichtenseiten ändern.
Wrap PSF trace file	PSF-Trace-Datei überschreiben
Shows how  records the information collected by the PSFAPI trace.	Zeigt, wie   die vom PSFAPI-Trace erhaltenen Informationen aufzeichnet.
Values:	Werte:
Yes	Ja
The trace writes entries in the PSF trace file until it reaches the maximum PSF trace file size. Then, the trace returns to the top of the file and continues recording information, overwriting existing entries.	Das Trace schreibt Einträge in die PSF-Trace-Datei, bis diese die maximale Dateigröße für PSF-Trace-Dateien erreicht. Anschließend kehrt das Trace zum Anfang der Datei zurück und zeichnet weiterhin Informationen auf, wobei vorhandene Einträge überschrieben werden.
No	Nein
The trace writes entries in the PSF trace file until it reaches the maximum PSF trace file size. Tracing stops when the file reaches the maximum PSF trace file size.	Das Trace schreibt Einträge in die PSF-Trace-Datei, bis diese die maximale Dateigröße für PSF-Trace-Dateien erreicht. Das Tracing wird beendet, wenn die Datei die maximale Dateigröße für PSF-Trace-Dateien erreicht.
Database name	Datenbankname
AFPPrinter.PSFTraceWrapping	AFPPrinter.PSFTraceWrapping
Input data exit program	Eingabedaten-Exit-Programm
Specifies the path and the name of the input data exit program. Input data exit programs can process every record in an AFP file before the file prints.	Gibt den Pfad und Namen des Eingabedaten-Exit-Programms an. Eingabedaten-Exit-Programme können jeden Satz in einer AFP-Datei verarbeiten, bevor die Datei gedruckt wird.
Format:	Format:
Length	Länge
Up to 255 characters (bytes)	Bis zu 255 Zeichen (Byte)
Restrictions	Einschränkungen
Case-sensitive	G/K beachten
Default	Standard
ainuxind; used only if no value is specified. This exit returns without doing any action.	ainuxind. Wird nur benutzt, wenn kein Wert angegeben wird. Dieses Exit-Programm führt keine Aktion aus.
Database name	Datenbankname
AFPPrinter.IndataExitName	AFPPrinter.IndataExitName
Usage notes:	Hinweise zur Verwendung:
The source for the default input data exit program resides in the /usr/lpp/psf/exits directory. The executable resides in the /usr/lpp/psf/bin directory.  automatically looks for the exit program in the /usr/lpp/psf/bin directory. You do not need to include the path in the value if the exit program that you specify resides in this directory.	Die Quelle für das Standard-Eingabedaten-Exit-Programm befindet sich in dem Verzeichnis  /usr/lpp/psf/exits. Die ausführbare Datei befindet sich in dem Verzeichnis  /usr/lpp/psf/reslib.   sucht automatisch in dem Verzeichnis  /usr/lpp/psf/bin nach dem Exit-Programm. Sie müssen den Pfad nicht in dem Wert angeben, wenn sich das von Ihnen angegebene Exit-Programm in diesem Verzeichnis befindet.
The Enable input data exit property for the printer must be Yes for  to call the exit program that this property specifies.	Das Merkmal  Eingabedaten-Exit aktivieren für den Drucker muss  Ja sein, damit   das in diesem Merkmal angegebene Exit-Programm aufrufen kann.
For detailed information about how to develop customized exit programs, refer to the Ricoh Production Print Information Center.Publications such as InfoPrint Manager for AIX: Procedures  describe how to develop and compile exit programs.	Ausführliche Informationen zum Entwickeln angepasster Exit-Programme finden Sie im Ricoh Production Print Information Center. In Veröffentlichungen wie dem Buch  InfoPrint Manager für AIX: Prozeduren ist das Entwickeln und Kompilieren von Exit-Programmen beschrieben.
You cannot change the value of this property if there is a job assigned to the printer.	Sie können den Wert dieses Merkmals nicht ändern, wenn dem Drucker ein Job zugeordnet ist.
automatically shuts down and restarts the printer when you change the input data exit program.	fährt den Drucker automatisch herunter und startet ihn neu, wenn Sie das Eingabedaten-Exit-Programm ändern.
Interrupt message page form definition	Formulardefinition für Unterbrechungsnachrichtenseiten
Identifies the form definition to use when formatting interrupt message pages.	Bestimmt die zu verwendende Formdef zur Formatierung von Unterbrechungsnachrichtenseiten.
Format:	Format:
Length	Länge
Up to 8 alphanumeric characters (bytes)	Bis zu 8 alphanumerische Zeichen (Byte)
Restrictions	Einschränkungen
Case-sensitive; can include these special characters: # $ @	Die Groß-/Kleinschreibung muss beachtet werden, kann die Sonderzeichen enthalten:  # $ @
Default	Standard
F1MG0110	F1MG0110
Database name	Datenbankname
AFPPrinter.IMPFormdef	AFPPrinter.IMPFormdef
Usage notes:	Hinweise zur Verwendung:
The form definition must reside in one of the directories that the AFP resource path printer property specifies or in one of these directories:	Die Formdef muss sich in einem der im Druckermerkmal  AFP-Ressourcenpfad angegebenen Verzeichnisse oder in einem der folgenden Verzeichnisse befinden:
